store_name,city,latitude,longitude,target_rating,target_is_successful,median_income,pop_density_sqkm,pct_age_20_39,competitor_count_500m,nearest_transit_distance_m
Hooked Fish Bar,Surrey,49.0523737,-122.8846858,3.1,0,46400.0,2104.8,14.98,2,119.76431389983328
Ken's Cafe,Surrey,49.105785,-122.735295,4.7,1,41200.0,2752.94,28.74,12,137.4041777320446
The Cabin Restaurant,Surrey,49.0528603,-122.8809814,3.4,0,51600.0,1141.64,14.72,2,50.173119053371906
Umami Sushi,Surrey,49.1191614520774,-122.73165560105,3.9,0,43733.33,1737.56,26.08,0,40.17398064414783
OZen Japanese Restaurant,Surrey,49.18581633703874,-122.79991012209054,4.3,1,36390.48,5772.43,27.58,17,84.47772146923462
Cactus Club Cafe,Surrey,49.0604907475,-122.804682831,4.0,1,50100.0,3338.72,25.36,4,210.86696801344638
Katsu San,Surrey,49.19849367001739,-122.77940131605068,4.8,1,36661.54,2942.56,24.95,0,43.81579337944529
Captain's Oven Pizza,Surrey,49.17799334576209,-122.84283366137696,4.7,1,35000.0,6355.76,40.52,5,120.08595337478339
Green Lettuce Indian Style Chinese Restaurant,Surrey,49.1179419178998,-122.890040874481,3.6,0,40257.14,5251.85,26.52,1,55.73721687016903
Hiroshi Ramen,Surrey,49.11508,-122.68186,4.5,1,46033.33,2661.51,31.9,3,79.11736920366988
Browns Socialhouse Panorama,Surrey,49.10397,-122.798523,3.3,0,47100.0,4730.17,27.24,9,103.93007896071293
Lahori Sweets & Restaurant,Surrey,49.1484413,-122.8649063,4.0,1,29900.0,1815.89,34.93,11,213.79057899616294
Taste of Himalayas,Surrey,49.13204,-122.83918,4.4,1,34733.33,4983.48,29.39,4,49.73973994454252
My Greek Taverna,Surrey,49.12013,-122.89007,3.9,0,39969.23,5368.76,26.76,1,39.744955079139395
Palmyra Mediterranean Grill,Surrey,49.1860231,-122.800806,4.1,1,36490.0,6240.88,27.84,18,46.074694358319405
Ladybird's Trattoria,Surrey,49.0525910210857,-122.69256623466444,4.9,1,,24.2,24.39,2,70.79958938306733
The Waffle Co.,Surrey,49.135660700709366,-122.84347474404068,4.3,1,35057.14,3611.26,29.01,13,204.08803306477958
Showshaa - The Modern Taproom,Surrey,49.05722,-122.80085,4.1,1,48311.11,3240.38,21.34,6,63.79396846418886
Chacha's Tandoor & Grill,Surrey,49.14829,-122.86628,4.5,1,30028.57,1684.04,35.37,11,117.15899240839416
Salsa & Guacamole,Surrey,49.133821637841805,-122.84886589325409,3.8,0,34133.33,3126.73,30.26,12,134.49373516350562
Bandra Cafe,Surrey,49.13632358752905,-122.8899743625656,4.4,1,33126.32,4988.15,32.42,7,52.47413385449293
Chili House Restaurant,Surrey,49.1144981,-122.6806335,4.3,1,46033.33,2661.51,31.9,2,35.0233404613781
One More Thai,Surrey,49.1333200177501,-122.88981649088,3.6,0,34188.89,5540.96,31.64,4,61.26937746195896
The Samosa House,Surrey,49.162746,-122.866827,4.4,1,31236.36,1685.3,36.8,0,53.67536229357059
The Jin sushi,Surrey,49.1364,-122.84264,4.6,1,34720.0,3583.39,28.41,10,233.8552146093891
The Greek Corner,Surrey,49.1343307,-122.8452682,3.6,0,34833.33,3353.82,28.13,14,10.920962155200266
Skye Avenue Kitchen & Lounge,Surrey,49.1876994453086,-122.84848282640564,4.1,1,35314.29,7314.44,44.8,10,127.92063079851187
Rosie's Country Cafe,Surrey,49.056674380316,-122.80853109372926,3.9,0,42400.0,1489.24,17.6,3,168.94118787972917
Ay Chihuahua,Surrey,49.0332999,-122.80094,4.1,1,40533.33,6014.68,13.88,4,8.203063549272558
Main Choice Chinese Restaurant,Surrey,49.1338858,-122.8518572,3.8,0,33569.23,3024.85,30.21,5,23.407284644178567
Prabu Sweets,Surrey,49.13036,-122.86825,3.9,0,30181.82,5994.8,35.86,1,82.19838773560855
GNJ Vegetarian Bistro,Surrey,49.1363708,-122.8922328,4.4,1,33590.0,4915.02,32.07,7,142.9411268165994
Clove,Surrey,49.1189018,-122.8257539,4.1,1,38613.33,4699.69,34.1,2,143.5104976945095
Sal y Limon,Surrey,49.0469347453396,-122.77867790858,3.8,0,42577.78,4505.6,24.13,9,104.33948874815447
Sapporo Kitchen,Surrey,49.03159912001535,-122.80144046744888,3.9,0,41216.67,6358.39,14.01,2,35.85461605959343
Dragon Wok,Surrey,49.150437,-122.865346,4.0,1,29485.71,1550.05,35.84,12,195.02470417922822
Swagat Indian Restaurant,Surrey,49.176057,-122.801236,4.3,1,36564.71,4248.63,25.91,0,40.60659063923139
Dublin Crossing Irish Pub,Surrey,49.12426199999999,-122.702092,3.4,0,48225.0,4937.76,28.16,5,52.32226981996882
Dawood's Pizza,Surrey,49.11893,-122.8171,5.0,1,39166.67,4283.39,32.87,0,16.706836608687443
A&W,Surrey,49.1343815,-122.88677929,4.6,1,32129.41,5176.0,33.42,4,198.7370781646578
Archie's BBQ,Surrey,49.18755,-122.79773,4.1,1,36047.62,5890.35,28.83,16,226.78352811879503
Kin Thai Kitchen & Bar,Surrey,49.0466759494366,-122.77521704598,3.5,0,43200.0,4139.23,27.12,7,121.1263774755503
bb.q Chicken & Pub,Surrey,49.18383422068441,-122.8023930853906,4.3,1,36190.0,5843.24,27.41,9,98.32375610630298
Malaysian Hut,Surrey,49.1989290068985,-122.814328819513,4.0,1,35425.0,5108.61,29.8,3,91.11520133606183
Liberty Kitchen,Surrey,49.0452889438938,-122.778361737728,3.9,0,42577.78,4505.6,24.13,11,18.54921797210629
ChongQing Restaurant,Surrey,49.15272034339086,-122.88974194707586,3.1,0,34600.0,6083.1,32.38,1,37.11506452338074
Jerusalem Grill & Shawarma,Surrey,49.15907004962188,-122.78113721962818,3.5,0,37611.11,5424.27,25.28,11,75.60247970005709
Guacamole Mexican Grill,Surrey,49.196753526063695,-122.84564846554132,4.4,1,36675.0,5392.19,43.98,2,193.82830900983407
Hansel Deli,Surrey,49.10792,-122.73477,4.4,1,41750.0,2164.4,28.58,10,28.590393011138215
Diamond Buffet,Surrey,49.11172,-122.72963,2.4,0,41320.0,2513.71,27.28,0,103.74498413232479
Fast Fired,Surrey,49.14821,-122.889696,4.0,1,33730.0,6426.82,32.57,2,89.62898586968079
U R Restaurant,Surrey,49.1994551,-122.8137501,4.4,1,35670.59,4996.58,29.41,3,85.94935627285066
Curry Lounge,Surrey,49.0453451,-122.7783363,3.8,0,42577.78,4505.6,24.13,11,12.064365393516113
Pak Punjab Sweet & Samosas House,Surrey,49.17733,-122.86766,4.0,1,32314.29,5059.33,36.25,1,19.828686459200718
Yoko Sushi & Noodle House,Surrey,49.15737,-122.77828,3.9,0,38037.5,5570.19,24.93,12,88.98818792371395
Thai By Thai,Surrey,49.1698001,-122.8900551,4.1,1,34350.0,4321.08,32.51,0,25.189241732287858
Steve's Poké Bar,Surrey,49.18376,-122.80127,4.5,1,36428.57,5919.43,27.62,10,25.68900302697269
Dragon's Chop Suey House,Surrey,49.15719,-122.77781,3.5,0,38037.5,5570.19,24.93,12,55.13337813458365
Aaron's Restaurant,Surrey,49.1062,-122.73329,3.2,0,41100.0,2812.39,28.68,11,26.018759967290272
Hawthorne Beer Market & Bistro,Surrey,49.10484,-122.7352,3.4,0,41200.0,2752.94,28.74,12,202.00725421095336
Utopia Noodles,Surrey,49.158580176583506,-122.7811632,4.8,1,37611.11,5424.27,25.28,11,47.94675262583633
Sushi on Surrey,Surrey,49.15725,-122.77954,4.3,1,37722.22,5419.83,25.07,11,74.52518409638432
The Back Room,Surrey,49.042265589442,-122.77957271282486,4.4,1,40360.0,2808.23,26.9,7,177.66844347248093
Bacayon's Chibugan,Surrey,49.19166,-122.83465,4.5,1,35323.08,4650.5,34.27,0,10.909414665060796
Kiki's Restaurant,Surrey,49.03728,-122.80147,3.8,0,39152.94,4433.64,15.86,2,59.00322663261534
The Taste of Africa,Surrey,49.196348,-122.845649,4.4,1,36675.0,5392.19,43.98,2,185.61909069440645
Viet Houng Asian Flavor Deli,Surrey,49.1887226115802,-122.860729718055,4.6,1,33884.21,5410.05,42.08,0,328.11145142971276
Navraj Sweets & Restaurant,Surrey,49.1501801430419,-122.866437749758,4.4,1,30000.0,1695.75,34.56,11,129.69955355588093
Eggcetra Breakfast Cafe,Surrey,49.0555806,-122.8054598,4.1,1,45685.71,2817.09,22.31,5,74.48602423419
Spice of Nepal,Surrey,49.13339,-122.84879,4.2,1,33814.29,3199.07,30.5,11,130.84560722283436
Shannon Donair,Surrey,49.1060982,-122.7353592,4.1,1,41200.0,2752.94,28.74,12,130.81335770163506
Pho Tau Bay,Surrey,49.19805,-122.81226,4.2,1,35141.18,5250.95,29.44,3,104.14714146091552
Indigo Cafe,Surrey,49.0635291,-122.7979894,5.0,1,50618.18,3231.69,23.25,2,234.57709191897231
Cabizerra Bistro,Surrey,49.1987463,-122.8134292,4.8,1,35141.18,5250.95,29.44,3,26.01090412680602
Sushi King George,Surrey,49.19047078350401,-122.84500166127094,3.7,0,36566.67,7091.18,46.26,9,131.168390109421
Mek's Delight,Surrey,49.1912982626951,-122.808646894991,3.9,0,35144.44,7142.91,29.61,3,17.19629891125081
Crispy Falafel,Surrey,49.04591481291062,-122.79334246655924,3.8,0,40690.91,3365.16,22.42,7,81.82157169607915
Panorama Indian Lounge,Surrey,49.10478,-122.80338,4.9,1,47200.0,3181.72,27.34,10,191.69891200480723
Sushi California - Surrey,Surrey,49.1893963,-122.7993351,3.9,0,35863.64,6462.05,29.17,15,112.07740224101984
Pho Tau Bay,Surrey,49.135731,-122.844616,3.5,0,35366.67,3495.03,28.17,14,146.30756159550725
Waffle House Diner,Surrey,49.18125961964888,-122.84355514110403,4.1,1,35423.53,5692.57,40.61,7,105.09497580583353
Isshin Sushi,Surrey,49.10468,-122.79806,3.8,0,47100.0,4730.17,27.24,7,137.8857152193985
Tap & Barrel,Surrey,49.05963809908623,-122.8018875,3.4,0,49422.22,3260.67,25.0,5,169.8301635767134
Trees Cheesecake and Organic Coffee,Surrey,49.189991644148385,-122.850168,4.2,1,34911.11,5870.56,45.63,9,67.8166146978616
Tasty Donair,Surrey,49.133938,-122.842573,4.3,1,35371.43,3494.2,28.85,13,59.6569772786451
Sri Periyava Dosa Bhavan,Surrey,49.1586589,-122.8902128,4.5,1,34953.85,4501.39,32.0,3,66.30953742861517
Shawarma Palace,Surrey,49.134277,-122.844497,4.0,1,35384.62,3374.78,28.23,14,67.33731751980183
Planet India,Surrey,49.13379,-122.83907,3.8,0,34612.5,4943.86,29.89,9,16.67935440668351
Pho Hong,Surrey,49.190289,-122.841347,3.4,0,36600.0,7023.69,45.48,4,133.29691746257984
Tokyo Mithaiwala,Surrey,49.147777821579545,-122.8639529,4.4,1,29485.71,1550.05,35.84,11,295.5413918351682
Pho Hillton Restaurant,Surrey,49.1253645,-122.7059121,4.1,1,48023.53,4622.09,27.92,5,12.238261822145162
Barcelos Flame Grilled Chicken,Surrey,49.14042,-122.84594,4.4,1,32690.91,3485.68,31.75,2,38.95887902735732
YL's Curry Bowl,Surrey,49.18444,-122.79879,4.0,1,36390.91,5654.79,27.35,14,142.9571716193311
Hanaya Japanese Restaurant,Surrey,49.05326,-122.80091,4.0,1,44825.0,2830.48,22.12,3,14.07304772550091
Coast & Country Diner,Surrey,49.103936,-122.734543,3.7,0,41200.0,2715.79,29.23,12,252.82390168319446
Nordel Sushi,Surrey,49.1609149,-122.8885017,3.3,0,34563.64,3792.44,31.75,4,128.00459680704714
Golden Samosa Bakery,Surrey,49.162635078126854,-122.88879025997797,4.1,1,34816.67,3835.78,31.73,3,97.47328690089535
Mr Pickwick's Fish & Chips,Surrey,49.1762299,-122.86547,3.2,0,31930.43,5126.94,36.77,1,126.9284550064543
Sushi Mori,Surrey,49.0457580108793,-122.7973473,3.4,0,39072.73,3339.77,18.5,7,54.13853932152376
A&W,Surrey,49.10405219,-122.79790578,3.1,0,46266.67,4326.94,27.49,7,144.89442484110722
Tommies Jerk,Surrey,49.10037,-122.72386,4.7,1,42000.0,777.25,24.13,0,279.9415799645721
Roadhouse Grille,Surrey,49.03426,-122.78006,3.4,0,42276.92,2609.74,22.23,0,151.88364471282816
Pho Newton,Surrey,49.1392040260342,-122.843214712932,3.6,0,34428.57,3821.42,30.89,7,159.0498812630946
Chefs Kebab,Surrey,49.1551446,-122.7729754,4.2,1,39600.0,4855.74,25.2,3,76.54040551747883
Miltomates Taqueria,Surrey,49.17736,-122.69072,4.6,1,38400.0,67.7,22.8,0,112.9262842104211
Spice Republic,Surrey,49.045924927730695,-122.78219595551492,4.6,1,42200.0,3923.74,24.4,9,53.80238900811736
German Doner Kebab,Surrey,49.1624186,-122.7912586,3.8,0,35882.35,4332.36,27.12,0,32.6705191560899
Michael's Artisan Bakery & Cafe,Surrey,49.045213,-122.790789,4.1,1,41418.18,3579.64,23.76,6,51.63346871858141
Delta Pizza,Surrey,49.15558,-122.86452,3.9,0,30400.0,854.01,34.56,2,242.87724617850782
Vegan Supply Surrey,Surrey,49.059709,-122.833843,4.3,1,46933.33,960.58,16.65,1,780.4207292842151
Triple O's,Surrey,49.1188100133453,-122.824546694756,4.0,1,38584.62,4841.68,34.35,2,68.04949972825835
Aka Sushi,Surrey,49.11859,-122.71199,4.0,1,45771.43,4008.06,24.55,0,10.291682459033197
Ustaad G76 Indian Cuisine Newton,Surrey,49.14112,-122.86246,4.4,1,31044.44,2286.15,35.45,2,24.10955647728107
Red Robin Gourmet Burgers and Brews,Surrey,49.18838300274452,-122.80139260276438,3.6,0,35895.24,6986.41,28.96,17,23.050767764459728
The Keg Steakhouse + Bar,Surrey,49.14734458968876,-122.88976,3.8,0,33730.0,6426.82,32.57,2,124.622514873382
Barcelos Flame Grilled Chicken,Surrey,49.1643965580191,-122.876819808461,4.0,1,31820.0,1945.32,35.62,0,135.40579608033966
Excellent Ice,Surrey,49.1016051,-122.8070208,3.3,0,46560.0,2979.6,28.08,4,422.401768059251
Inchin's Bamboo Garden,Surrey,49.1576095498803,-122.78016631960192,3.7,0,37736.84,5374.39,25.1,11,131.32625029823498
West Village Cafe,Surrey,49.1047524116854,-122.799629199329,3.6,0,46866.67,2709.17,28.18,9,53.48249021069513
Nando's Peri-Peri,Surrey,49.18567392600471,-122.80140250244676,3.9,0,36610.0,5997.34,27.49,15,26.647138617000213
Elvis Pizza,Surrey,49.1913399,-122.80825,3.8,0,35273.68,6945.35,29.6,3,42.0834467359757
Satya Asha,Surrey,49.13371,-122.86738,4.4,1,30223.53,5715.08,36.35,1,56.06434701420066
Lee Gar Nei,Surrey,49.1856150038833,-122.799098426308,4.0,1,36390.48,5772.43,27.58,16,141.13318936513778
Dhaliwal's Lounge,Surrey,49.146859,-122.86557,4.5,1,30028.57,1684.04,35.37,10,202.14605724535022
Neptune Wonton Noodle,Surrey,49.1865774185184,-122.84743837116434,3.3,0,35290.91,7614.22,43.96,10,244.15276172171184
Basant Sweet House,Surrey,49.1509914,-122.8677853,4.1,1,30200.0,1142.8,33.97,11,10.058865532387712
Nagoya Sushi,Surrey,49.16978,-122.81251,4.0,1,35000.0,3405.57,30.51,0,24.087389463215423
Pakwan,Surrey,49.1406884,-122.8611251,4.1,1,31177.78,2266.59,35.53,1,47.14705191676754
Sundance Seafoods,Surrey,49.1038818,-122.7412026,3.9,0,42733.33,2642.18,29.41,6,125.17040551398031
Banana Leaf,Surrey,49.0597947797082,-122.8040599822998,4.1,1,50100.0,3338.72,25.36,6,245.7972864702748
Non Stop,Surrey,49.10497133807061,-122.80499545767236,4.6,1,47200.0,3181.72,27.34,8,303.3185807388427
Mama Moon Korean Food,Surrey,49.15687338090442,-122.7817113748807,5.0,1,37722.22,5588.86,24.89,11,160.86493310018056
Nando's Peri-Peri,Surrey,49.136274674727275,-122.889191188763,3.7,0,32411.76,5048.79,32.75,7,84.1718521222431
Neptune Palace Seafood Restaurant,Surrey,49.18693877584426,-122.8461404527314,3.1,0,35761.9,7598.55,44.49,11,157.73040035714334
Chubby Banh Mi & Bubble Tea,Surrey,49.18827213321161,-122.80040636441812,4.8,1,36123.81,6308.0,29.0,16,51.960232593077556
Curry and Kabab,Surrey,49.139158,-122.88943,4.8,1,32756.52,5379.07,31.89,5,116.22143752890493
Nemesis Coffee,Surrey,49.18869551177476,-122.851585,3.9,0,34885.71,6118.63,46.24,8,132.85531444411163
Republica Coffee Roasters Cloverdale,Surrey,49.105531,-122.734801,4.4,1,41200.0,2752.94,28.74,11,124.27135101781437
Guildford Sushi House,Surrey,49.19026,-122.8006,3.8,0,36104.76,7098.85,29.48,13,79.44656955436128
Bucky's West Coast Pizzeria,Surrey,49.0450856790467,-122.79105499999991,3.9,0,40680.0,3470.5,24.33,6,69.66101315956534
Belle's Cafe,Surrey,49.06049887855645,-122.83416005374684,4.3,1,46933.33,960.58,16.65,1,705.015330455436
Clover Ridge Pizza,Surrey,49.11117,-122.75684,4.7,1,48307.69,4321.08,22.81,0,66.14524712444957
Lazeez Pizza & Kabob House,Surrey,49.1664375,-122.8011312,4.8,1,35141.18,3951.48,29.46,3,80.28421030422626
Diamond Sweets Restaurant,Surrey,49.1585503,-122.7814484,3.4,0,37611.11,5424.27,25.28,11,28.552152644578776
104 Sushi & Co,Surrey,49.19206,-122.75626,3.8,0,38560.0,2818.75,20.71,1,9.733815112526296
Denji Sushi,Surrey,49.1266,-122.70143,4.0,1,47882.35,4508.3,29.63,5,15.631788577062844
The Momo Grill,Surrey,49.15662339322941,-122.77830439018504,4.2,1,38037.5,5570.19,24.93,12,50.71480263397766
WayBack Brew,Surrey,49.1025466,-122.8049717,4.7,1,46742.86,2870.87,27.56,6,296.17530760962507
Gourmet Donuts & Coffee,Surrey,49.166135,-122.800206,4.3,1,35433.33,3827.69,29.29,3,62.86396893586797
Aggarwal Sweets,Surrey,49.151484,-122.865506,3.7,0,29600.0,992.65,35.18,12,176.14413616304972
Major Joy Flavoured Chicken,Surrey,49.161852,-122.847069,4.2,1,31733.33,3606.34,35.44,0,79.03811410520811
Kami Sushi,Surrey,49.04206,-122.77977,4.1,1,40360.0,2808.23,26.9,7,156.49925400127339
Vlassis Souvlaki & Greek Taverna,Surrey,49.1849282,-122.8445654,3.4,0,35766.67,7623.43,44.05,8,59.28946525967475
A&W,Surrey,49.135975,-122.84515,4.1,1,34885.71,3533.86,27.68,14,102.71122551130463
Royal Oak,Surrey,49.16437,-122.79765,3.4,0,35611.11,4049.31,29.04,3,12.152722056821927
Apna Chaat House,Surrey,49.138979,-122.889138,3.7,0,32663.64,5375.16,32.0,5,145.3004244624742
Guildford Station Pub,Surrey,49.18759,-122.79506,3.4,0,36990.0,4921.09,28.28,11,376.88140267747207
Royal Paan,Surrey,49.1513744,-122.8678651,3.8,0,30200.0,1142.8,33.97,10,33.5460177294967
Earls Kitchen + Bar,Surrey,49.186991576535846,-122.8006520421916,3.1,0,36095.65,6804.97,28.82,18,5.555252132971239
Tastefully Yours By Jeff,Surrey,49.108505505388,-122.687351904905,4.9,1,46150.0,1850.66,27.05,0,332.1017487805118
Time To Grill,Surrey,49.14834,-122.84612,4.1,1,32040.0,3316.18,32.26,0,96.9200565805343
Woo Korean BBQ,Surrey,49.045274,-122.777548,3.4,0,43155.56,3222.3,27.8,10,58.821801326872176
Jamaican Mi Juicy,Surrey,49.18937137950188,-122.80200814695657,4.5,1,36123.81,7596.72,29.21,15,99.58881376787348
Pho Sunrise,Surrey,49.0467546085111,-122.798343610731,3.9,0,38860.0,3164.26,19.05,4,118.66240493096434
Browns Socialhouse Surrey Centre,Surrey,49.1787658,-122.8446819417162,3.3,0,35112.5,6464.08,40.27,6,124.08032922026368
Hi Sushi,Surrey,49.06333,-122.79817,3.5,0,50618.18,3231.69,23.25,3,230.24089335596807
Spice Kings Bistro,Surrey,49.10466,-122.79836,3.5,0,47100.0,4730.17,27.24,8,116.524147564637
De Dutch,Surrey,49.10439711326506,-122.73461241633528,3.8,0,41200.0,2752.94,28.74,12,212.75907103819378
Fast Donair and Falafel,Surrey,49.1266,-122.70143,4.4,1,47882.35,4508.3,29.63,5,15.631788577062844
Galini Greek Kouzina & Grill,Surrey,49.11592029463198,-122.6831337,3.5,0,46100.0,3401.33,30.72,3,87.04325928686053
Blaze Pizza,Surrey,49.04646,-122.77517,3.8,0,43280.0,3218.35,29.07,7,100.99295902145877
Sushi Street,Surrey,49.18146155882584,-122.84374341103596,4.9,1,35423.53,5692.57,40.61,7,115.84571330829199
New Town Bakery & Restaurant,Surrey,49.18996,-122.84739,3.7,0,35770.0,7038.85,45.23,11,33.02909295936843
Kaffina Coffee,Surrey,49.056098987177705,-122.80476269500356,4.3,1,48000.0,3077.56,21.92,7,120.26837688585277
Asian Noodle Island,Surrey,49.15725,-122.77954,3.6,0,37722.22,5419.83,25.07,11,74.52518409638432
Espresso Cafe,Surrey,49.1358431633489,-122.842942251523,4.2,1,34625.0,3702.34,28.52,12,233.1488973693493
Ming Yan Seafood Restaurant,Surrey,49.06094,-122.8119,3.4,0,48000.0,3106.76,23.98,0,68.07031811581668
Spent Grounds,Surrey,49.05269,-122.69305,4.5,1,,24.2,24.39,2,107.50384739182148
Sahota's Live Grill,Surrey,49.1399565,-122.88953034710508,3.0,0,32670.0,5530.59,32.94,5,73.47636585597482
Starbucks,Surrey,49.1043053,-122.7393799,4.5,1,42057.14,2721.72,28.62,11,15.941621268478526
Leaf Tea,Surrey,49.031406,-122.800901,4.4,1,41107.69,6167.51,13.94,2,48.712795630953444
Sunflower Cafe,Surrey,49.0529,-122.88078,3.5,0,51600.0,1141.64,14.72,2,35.15011937330682
Esquires Coffee Houses,Surrey,49.0534321549938,-122.866933198804,4.8,1,47680.0,1029.12,14.03,0,50.745016549029366
One Up Cafe,Surrey,49.052514655481474,-122.69238283862305,4.3,1,,24.2,24.39,2,56.555040889589044
Hada Coffee,Surrey,49.04522485482325,-122.79083906123364,5.0,1,41418.18,3579.64,23.76,6,50.73515137765731
Morrison Cafe,Surrey,49.0318189952192,-122.865655588054,3.1,0,48981.82,2169.51,14.87,2,118.91753710649786
No. 24 Cafe & Bistro,Surrey,49.046929,-122.796333,3.2,0,38822.22,3137.87,20.08,7,177.49058506113394
Grizzly Cafe,Surrey,49.18834,-122.79658,5.0,1,36715.79,5304.45,29.13,15,312.4607806919845
Fresh Cup Roastery Café,Surrey,49.02017,-122.77079,3.0,0,46400.0,1714.33,17.67,0,509.49271863556214
O My Tea Cafe,Surrey,49.1265133655402,-122.701191902161,3.8,0,47733.33,4456.7,29.28,5,35.32268463648998
Danica's Bistro,Surrey,49.03728,-122.80147,5.0,1,39152.94,4433.64,15.86,2,59.00322663261534
I’Aromas Coffee,Surrey,49.0315246289681,-122.865031957181,3.7,0,47381.82,2369.85,14.75,2,145.2629419193207
Islands Café,Surrey,49.0463,-122.77771,2.8,0,43050.0,4736.15,24.51,11,102.3454520289261
Connect Cafe,Surrey,49.123028,-122.798804,0.0,0,36228.57,4987.81,33.05,0,174.2844657825433
Cafe Rosen,Surrey,49.1918952,-122.7563062,3.3,0,39300.0,2719.72,19.72,1,11.819495644266459
Captain's Nook,Surrey,49.13348,-122.84976,0.0,0,33506.67,3217.47,30.69,9,119.12862037672231
Sweet Revenge Bakery & Cafe,Surrey,49.1192969898668,-122.6808413,2.9,0,47800.0,4866.18,30.83,2,27.854891380150157
Training Day Cafe - Fleetwood,Surrey,49.15938,-122.7792,3.0,0,37862.5,5462.06,25.72,11,120.3697485378222
Infinity Cafe,Surrey,49.18577,-122.80034,3.0,0,36390.48,5772.43,27.58,17,52.949643090062764
A-OK Cafe,Surrey,49.19015625801814,-122.80341838465576,3.0,0,36123.81,7596.72,29.21,11,133.10436562793458
Butterfly Play Cafe,Surrey,49.032076779395325,-122.86546727070366,0.0,0,49166.67,2202.27,14.96,2,115.07207616558641
Heavenly Dessert,Surrey,49.04692704847459,-122.78438487890136,2.3,0,42400.0,4051.93,24.13,5,159.343651011535
Shanghai River,Richmond,49.17074,-123.13848,3.9,0,29705.88,8964.1,36.65,41,94.69010153844181
Pho 37,Richmond,49.18745763639007,-123.12396731089822,4.3,1,32628.57,5196.41,44.17,19,97.69226687430947
Memory Corner,Richmond,49.179073,-123.124947,3.8,0,32050.0,5117.0,38.24,42,16.75489622846612
Shoestring Cafe,Richmond,49.17987407755384,-123.0695583361763,4.6,1,,,,1,36.319257500006984
Saku,Richmond,49.17796089351495,-123.12290053186616,4.5,1,31688.89,5054.55,37.83,29,104.16735366662837
Katsu San,Richmond,49.169982779066,-123.181773349643,4.5,1,34033.33,2769.24,23.14,1,47.16569470916737
Nobi Nobi,Richmond,49.133102,-123.098042,4.5,1,37828.57,4089.25,25.57,4,128.7567429234775
Yin Ji Chang Fen,Richmond,49.17786599999999,-123.1294224,4.3,1,30600.0,5724.97,41.37,50,118.40497434107759
The Fish Man,Richmond,49.1784663,-123.1302516,4.2,1,30875.0,5461.97,41.56,57,207.43835406370792
HK B.B.Q. Master,Richmond,49.17959228769049,-123.13782401377117,4.1,1,29750.0,4620.35,43.33,44,95.20520614987443
Ganbei Izakaya Japanese Restaurant,Richmond,49.179037334275435,-123.13536451346614,4.5,1,29750.0,4620.35,43.33,60,102.29343766267263
Hei Hei Rice Roll,Richmond,49.1700051,-123.1330234,4.5,1,30231.58,9843.9,36.09,39,149.74420659444021
Richmond Night Market,Richmond,49.19241,-123.13317,3.5,0,30600.0,3281.1,54.73,7,173.0372115215805
The Story Cafe,Richmond,49.19359319408656,-123.1279178,4.1,1,32350.0,3079.27,44.64,9,149.51375890050159
Wasuta Pasta,Richmond,49.17738842937801,-123.14447488635778,4.1,1,31900.0,6246.41,47.19,5,413.32063783799634
Jing Tan Grill House,Richmond,49.1709073,-123.1396819,3.9,0,29462.5,7985.53,38.17,36,40.35446963848035
Dinesty Dumpling House,Richmond,49.17337272804199,-123.14636050013584,3.8,0,29600.0,5868.75,39.61,5,68.75174328582969
Kirin Seafood Restaurant,Richmond,49.16991,-123.13753,3.8,0,29833.33,9089.32,36.74,43,45.596118734407746
Haidilao Hotpot - Richmond,Richmond,49.17043,-123.13633,4.4,1,29833.33,9089.32,36.74,42,75.55868645193678
Micha,Richmond,49.17810985583113,-123.12536802209044,4.3,1,31555.56,5480.9,38.92,38,85.56378737684886
Excellent Tofu & Snacks,Richmond,49.18257600567325,-123.13418552693622,4.2,1,30700.0,3407.08,48.72,58,189.6972761894852
Tsujiri Richmond,Richmond,49.17769,-123.12159,3.8,0,31688.89,5054.55,37.83,25,186.81257365217127
Little Ongpin,Richmond,49.1839382198809,-123.09209239378856,3.7,0,35107.69,3147.72,26.24,4,48.59523265917703
Lamajoun,Richmond,49.1967128,-123.0952077,4.7,1,37600.0,918.67,37.81,1,442.46546117349465
Loon Fong Hotpot,Richmond,49.1808426,-123.1350676,4.5,1,29750.0,4620.35,43.33,61,136.89267675420925
Sushi Hachi Japanese Restaurant,Richmond,49.18412,-123.1263,4.3,1,32250.0,4056.41,43.68,20,52.103728952772784
Uno Beef Noodle,Richmond,49.193218109957115,-123.12980856746434,4.4,1,31666.67,3529.54,47.86,10,148.1656837149169
Sweet Memory,Richmond,49.1795389,-123.1348249,4.2,1,29750.0,4620.35,43.33,61,131.73546110767643
CHOCHO Hot Pot - Richmond,Richmond,49.18399,-123.133644,4.3,1,30866.67,2403.59,49.47,53,69.29508088210089
The Shellfish Shack,Richmond,49.1779,-123.12756,4.6,1,31555.56,5480.9,38.92,43,85.71867040701176
Cha Kee,Richmond,49.18502334103488,-123.13397151341375,4.3,1,30866.67,2403.59,49.47,50,57.16928685728267
Milltown Bar & Grill,Vancouver,49.20252886744793,-123.14447800395358,3.9,0,37288.89,4753.39,30.97,0,436.49420907151784
Good Nine Korean BBQ,Richmond,49.1788992,-123.1317905,4.4,1,30875.0,5461.97,41.56,70,325.2225749095726
